/* DATA DESCRIPTION:
Citation:	Bazin, L et al. (2013): Methane measured on ice core TALDICE on AICC2012 chronology. doi:10.1594/PANGAEA.824886, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012). doi:10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaelle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, P; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Y; Loutre, M-F; Raynaud, Dominique; Vinther, Bo M; Svensson, A; Rasmussen, Sune O; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric W (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, doi:10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaelle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, P; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune O; Severi, Mirko; Svensson, A; Vinther, Bo M; Wolff, Eric W (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, doi:10.5194/cp-9-1733-2013
Other version:	Icecores data on AICC2012 in Excel format (URI: hdl:10013/epic.42842.d001)
Further details:	Buiron, Daphné; Chappellaz, Jérôme A; Stenni, Barbara; Frezzotti, Massimo; Baumgartner, Matthias; Capron, Emilie; Landais, Amaelle; Lemieux-Dudon, Bénédicte; Masson-Delmotte, Valerie; Montagnat, M; Parrenin, Frédéric; Schilt, Adrian (2011): TALDICE-1 age scale of the Talos Dome deep ice core, East Antarctica. Climate of the Past, 7(1), 1-16, doi:10.5194/cp-7-1-2011
	Schüpbach, Simon; Federer, Urs; Bigler, Matthias; Fischer, Hubertus; Stocker, Thomas F (2011): A refined TALDICE-1a age scale from 55 to 112 ka before present for the Talos Dome ice core based on high-resolution methane measurements. Climate of the Past, 7(3), 1001-1009, doi:10.5194/cp-7-1001-2011
Project(s):	Talos Dome Ice Core (TALDICE) (URI: http://www.taldice.org/)
Coverage:	LATITUDE: -72.783330 * LONGITUDE: 159.066670
	DATE/TIME START: 2005-01-01T00:00:00 * DATE/TIME END: 2008-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 73.475 m * MAXIMUM DEPTH, ice/snow: 1437.980 m
Event(s):	TALDICE (Talos Dome) * LATITUDE: -72.783330 * LONGITUDE: 159.066670 * DATE/TIME START: 2005-01-01T00:00:00 * DATE/TIME END: 2008-12-31T00:00:00 * ELEVATION: 2315.0 m * Recovery: 89 m * LOCATION: Antarctica * DEVICE: Electromechanical drill (EMD)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (eMail: lucie.bazin@lsce.ipsl.fr) * COMMENT: on AICC2012
	Methane [ppbv] (CH4) * PI: Buiron, Daphné * COMMENT: see "Further details" for the original reference of this data
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	2678 data points
*/
Depth ice/snow [m]	Gas age [ka BP]	CH4 [ppbv]
1259.170	59.0465000	548.970
1259.330	59.0704000	558.786
1259.500	59.0943000	570.600
1259.670	59.1181000	580.161
1259.830	59.1420000	585.476
1260.170	59.1937000	576.451
1260.330	59.2215000	550.443
1260.500	59.2492000	520.260
1260.670	59.2770000	495.727
1260.830	59.3048000	482.209
1261.170	59.3616000	481.828
1261.280	59.3813000	492.000
1261.330	59.3906000	484.263
1261.500	59.4196000	483.144
1261.670	59.4486000	491.367
1261.830	59.4777000	520.308
1261.970	59.5023000	480.700
1262.330	59.5515000	553.948
1262.670	59.5962000	561.570
1263.020	59.6437000	552.000
1263.050	59.6490000	536.700
1263.080	59.6542000	556.000
1263.170	59.6704000	537.490
1263.330	59.6998000	503.228
1263.500	59.7292000	478.373
1263.580	59.7424000	440.300
1263.670	59.7586000	469.335
1263.830	59.7880000	467.070
1264.170	59.8456000	457.780
1264.330	59.8739000	441.364
1264.500	59.9022000	425.859
1264.670	59.9305000	415.254
1264.830	59.9588000	413.266
1265.620	60.1038000	442.300
1265.640	60.1095000	451.000
1265.970	60.1721000	434.400
1266.170	60.2034000	425.269
1266.330	60.2298000	442.788
1266.500	60.2563000	449.136
1266.670	60.2828000	445.468
1266.830	60.3093000	443.993
1267.170	60.3673000	449.624
1267.330	60.3989000	456.279
1267.500	60.4305000	455.229
1267.580	60.4447000	454.200
1267.670	60.4621000	452.355
1267.830	60.4937000	461.518
1268.170	60.5560000	478.091
1268.500	60.6176000	484.761
1268.670	60.6484000	482.972
1269.170	60.7408000	484.392
1269.330	60.7717000	486.145
1269.500	60.8025000	481.236
1269.670	60.8334000	465.099
1269.970	60.8905000	469.000
1271.170	61.1273000	440.962
1271.330	61.1622000	425.346
1271.500	61.1972000	422.639
1271.670	61.2321000	420.705
1271.830	61.2670000	414.576
1272.200	61.3446000	409.142
1272.400	61.3873000	408.811
1272.600	61.4301000	412.848
1272.800	61.4728000	419.535
1273.200	61.5576000	427.377
1273.400	61.5997000	432.971
1273.600	61.6418000	436.218
1273.620	61.6450000	438.700
1273.800	61.6839000	446.411
1273.970	61.7208000	443.900
1275.020	61.9349000	454.700
1275.050	61.9409000	448.000
1275.080	61.9468000	451.000
1275.110	61.9528000	452.300
1275.400	62.0112000	435.004
1275.580	62.0459000	448.300
1281.580	63.4821000	445.800
1285.970	64.7639000	487.300
1287.020	65.0226000	447.700
1287.050	65.0311000	441.000
1287.120	65.0537000	491.164
1287.250	65.0890000	472.253
1287.380	65.1244000	456.969
1287.500	65.1597000	437.293
1287.580	65.1809000	435.900
1287.750	65.2304000	424.184
1287.880	65.2657000	425.353
1288.000	65.3011000	427.130
1288.250	65.3879000	420.408
1288.880	65.6051000	415.221
1289.000	65.6485000	417.040
1289.120	65.6877000	422.149
1289.250	65.7269000	427.399
1289.380	65.7662000	433.646
1289.500	65.8054000	441.993
1289.620	65.8415000	460.300
1289.620	65.8446000	448.649
1289.640	65.8509000	461.000
1289.750	65.8838000	451.006
1289.930	65.9419000	465.000
1289.970	65.9544000	470.500
1290.000	65.9623000	455.534
1290.120	66.0028000	469.669
1290.250	66.0433000	483.171
1290.380	66.0838000	478.361
1290.500	66.1243000	464.077
1290.620	66.1648000	460.696
1290.750	66.2054000	463.716
1290.880	66.2459000	463.772
1291.000	66.2864000	464.845
1291.250	66.3664000	466.681
1291.580	66.4704000	443.200
1292.500	66.7907000	464.961
1292.620	66.8367000	458.813
1292.750	66.8828000	451.055
1292.880	66.9289000	446.297
1293.140	67.0323000	443.471
1293.290	67.0897000	444.941
1293.430	67.1470000	457.974
1293.570	67.2043000	472.427
1293.710	67.2617000	470.410
1293.860	67.3190000	459.420
1293.970	67.3663000	461.900
1294.000	67.3764000	461.779
1294.120	67.4217000	475.421
1294.250	67.4671000	482.099
1294.380	67.5125000	475.794
1294.500	67.5579000	461.916
1294.620	67.6033000	456.817
1294.750	67.6486000	469.090
1294.880	67.6940000	479.036
1295.000	67.7394000	472.062
1295.120	67.7884000	463.424
1295.250	67.8373000	468.437
1295.380	67.8863000	481.941
1295.620	67.9843000	492.191
1295.750	68.0332000	490.751
1295.880	68.0822000	478.338
1296.000	68.1312000	469.296
1296.140	68.1904000	470.929
1296.290	68.2497000	470.560
1296.430	68.3090000	457.055
1296.570	68.3682000	440.139
1297.000	68.5460000	436.219
1297.120	68.6009000	441.279
1297.250	68.6557000	443.447
1297.380	68.7106000	444.937
1297.410	68.7241000	450.983
1297.620	68.8159000	474.000
1297.620	68.8203000	460.814
1297.750	68.8751000	468.399
1297.880	68.9300000	469.966
1297.970	68.9738000	463.000
1298.000	68.9848000	472.053
1298.140	69.0492000	470.963
1298.290	69.1135000	461.124
1298.430	69.1779000	457.210
1298.570	69.2423000	461.380
1298.710	69.3066000	456.251
1298.860	69.3710000	448.412
1299.000	69.4354000	456.821
1299.020	69.4421000	459.700
1299.050	69.4555000	460.000
1299.140	69.4993000	468.558
1299.290	69.5633000	459.796
1299.430	69.6272000	440.707
1299.570	69.6912000	438.533
1299.580	69.6928000	462.200
1299.860	69.8190000	456.715
1300.000	69.8830000	477.076
1300.120	69.9384000	488.386
1300.380	70.0493000	487.986
1300.500	70.1048000	472.727
1300.620	70.1602000	449.696
1300.750	70.2157000	433.016
1300.880	70.2711000	431.605
1301.000	70.3266000	442.410
1301.140	70.3927000	450.203
1301.430	70.5251000	445.703
1301.570	70.5913000	433.449
1301.860	70.7227000	450.000
1301.860	70.7237000	422.738
1301.970	70.7783000	452.600
1302.500	71.0248000	420.329
1302.750	71.1423000	426.846
1302.880	71.2011000	437.182
1303.000	71.2598000	443.582
1303.120	71.3127000	445.083
1303.250	71.3656000	449.122
1303.380	71.4185000	458.256
1303.500	71.4714000	462.940
1303.620	71.5243000	455.138
1303.750	71.5772000	446.828
1303.860	71.6216000	487.300
1303.880	71.6301000	453.400
1303.970	71.6724000	475.000
1304.000	71.6829000	468.421
1305.120	72.1405000	476.821
1305.250	72.1879000	477.476
1305.380	72.2352000	480.249
1305.500	72.2826000	488.337
1305.620	72.3300000	496.289
1305.750	72.3774000	496.127
1305.880	72.4248000	477.995
1305.980	72.4665000	486.000
1306.250	72.5719000	445.524
1306.500	72.6717000	420.788
1306.620	72.7215000	415.202
1306.750	72.7714000	421.407
1306.880	72.8213000	434.496
1307.380	73.0392000	451.894
1307.500	73.0952000	464.208
1307.620	73.1512000	462.520
1307.750	73.2073000	452.715
1307.980	73.3126000	436.000
1308.000	73.3193000	451.359
1309.250	73.8553000	458.175
1309.380	73.9138000	460.058
1309.500	73.9722000	458.397
1309.620	74.0306000	458.460
1309.750	74.0890000	455.867
1309.860	74.1381000	455.700
1309.880	74.1475000	449.605
1309.970	74.1942000	446.000
1310.000	74.2059000	441.912
1311.120	74.7228000	431.469
1311.620	74.9292000	422.425
1311.750	74.9809000	422.695
1311.860	75.0242000	473.300
1311.880	75.0325000	429.823
1311.970	75.0737000	452.100
1312.000	75.0841000	436.518
1312.120	75.1301000	444.938
1312.380	75.2220000	456.681
1312.500	75.2680000	462.034
1312.620	75.3140000	457.039
1312.750	75.3600000	452.220
1312.880	75.4059000	456.121
1313.000	75.4519000	464.340
1313.120	75.4951000	468.475
1313.500	75.6245000	468.807
1313.750	75.7108000	470.127
1313.880	75.7539000	471.889
1313.980	75.7919000	501.000
1314.000	75.7970000	474.779
1314.290	75.8978000	482.306
1314.430	75.9482000	482.245
1314.570	75.9986000	459.425
1314.710	76.0490000	430.215
1314.860	76.0993000	419.783
1315.000	76.1497000	423.958
1315.140	76.2025000	427.475
1315.290	76.2552000	426.434
1315.430	76.3080000	423.363
1315.570	76.3607000	423.443
1315.710	76.4135000	425.065
1315.860	76.4662000	424.526
1315.980	76.5134000	427.000
1316.000	76.5190000	429.842
1316.140	76.5804000	439.521
1316.290	76.6418000	442.959
1316.430	76.7032000	445.382
1316.570	76.7645000	447.147
1316.860	76.8873000	437.872
1317.290	77.0764000	424.592
1317.430	77.1402000	420.873
1317.570	77.2041000	428.488
1317.710	77.2679000	437.941
1317.860	77.3308000	449.700
1317.970	77.3844000	424.600
1318.000	77.3956000	438.414
1318.140	77.4599000	438.082
1318.290	77.5242000	445.061
1318.430	77.5886000	453.631
1318.570	77.6529000	463.636
1318.710	77.7172000	467.524
1318.860	77.7815000	458.282
1319.000	77.8458000	452.473
1319.290	77.9623000	456.539
1319.570	78.0788000	454.230
1319.850	78.1923000	565.900
1319.860	78.1952000	445.417
1320.000	78.2535000	443.712
1320.430	78.4371000	445.575
1320.570	78.4983000	442.585
1320.710	78.5595000	438.060
1320.860	78.6207000	440.282
1321.000	78.6819000	457.024
1321.140	78.7456000	482.681
1321.290	78.8094000	495.989
1321.430	78.8731000	488.052
1321.570	78.9369000	477.298
1321.710	79.0006000	479.478
1321.860	79.0644000	486.053
1321.980	79.1214000	498.000
1322.000	79.1281000	488.772
1322.290	79.2570000	491.448
1322.570	79.3860000	496.128
1322.710	79.4504000	503.661
1322.860	79.5149000	513.773
1323.000	79.5794000	521.282
1323.140	79.6414000	522.020
1323.430	79.7655000	517.823
1323.710	79.8896000	516.572
1323.860	79.9517000	521.868
1323.980	80.0072000	524.000
1324.000	80.0137000	525.343
1325.430	80.6454000	522.199
1325.570	80.7074000	521.346
1325.710	80.7693000	527.893
1325.860	80.8304000	548.000
1325.860	80.8313000	537.340
1325.970	80.8824000	545.500
1326.000	80.8933000	547.212
1326.140	80.9547000	553.478
1326.290	81.0162000	553.383
1326.430	81.0777000	549.770
1326.710	81.2007000	543.677
1327.000	81.3236000	539.309
1327.140	81.3838000	539.349
1327.290	81.4441000	538.782
1327.430	81.5043000	536.060
1327.570	81.5645000	534.287
1327.710	81.6247000	537.700
1327.860	81.6849000	546.778
1328.140	81.8080000	554.714
1328.290	81.8708000	556.756
1328.430	81.9337000	556.686
1328.570	81.9965000	562.723
1328.710	82.0594000	574.549
1328.860	82.1222000	583.658
1328.970	82.1741000	582.300
1329.000	82.1851000	589.846
1329.140	82.2471000	594.802
1329.290	82.3092000	596.102
1329.430	82.3712000	598.180
1329.570	82.4333000	602.166
1329.710	82.4953000	601.080
1329.860	82.5574000	596.240
1329.980	82.6129000	629.000
1330.000	82.6195000	591.134
1330.140	82.6840000	580.217
1330.430	82.8129000	565.664
1330.570	82.8774000	563.551
1331.000	83.0709000	577.274
1331.140	83.1355000	588.701
1331.290	83.2001000	589.925
1331.430	83.2646000	593.102
1331.710	83.3937000	601.110
1331.860	83.4583000	607.476
1331.980	83.5161000	637.000
1332.000	83.5228000	616.116
1332.120	83.5755000	628.251
1332.250	83.6282000	638.231
1332.380	83.6809000	646.090
1332.750	83.8389000	647.690
1332.880	83.8915000	635.219
1333.000	83.9442000	600.438
1333.140	84.0032000	536.692
1333.290	84.0622000	472.601
1333.430	84.1212000	455.672
1333.570	84.1802000	484.376
1333.860	84.2982000	518.241
1334.000	84.3573000	530.537
1334.120	84.4148000	513.035
1334.380	84.5299000	476.527
1334.500	84.5874000	447.969
1334.620	84.6450000	436.730
1334.750	84.7025000	433.492
1334.880	84.7600000	435.878
1334.970	84.8061000	459.100
1335.250	84.9363000	440.113
1335.380	84.9956000	439.076
1335.500	85.0550000	436.623
1335.620	85.1144000	432.000
1335.750	85.1737000	420.726
1335.880	85.2331000	416.637
1336.250	85.4102000	428.553
1336.380	85.4691000	440.984
1336.500	85.5279000	442.364
1336.620	85.5868000	438.583
1336.750	85.6457000	436.370
1336.880	85.7045000	433.996
1336.970	85.7516000	438.100
1337.000	85.7634000	429.926
1337.120	85.8244000	429.510
1337.250	85.8855000	434.624
1337.620	86.0685000	437.531
1337.750	86.1296000	436.135
1337.880	86.1906000	437.051
1337.980	86.2443000	445.000
1338.000	86.2516000	436.483
1338.120	86.3141000	429.818
1338.500	86.5016000	426.480
1338.620	86.5641000	430.515
1338.750	86.6266000	435.557
1339.250	86.8884000	438.190
1339.380	86.9568000	440.009
1339.500	87.0251000	441.124
1339.620	87.0935000	439.433
1339.750	87.1619000	438.748
1339.880	87.2302000	443.412
1339.980	87.2904000	453.000
1340.000	87.2986000	451.812
1343.250	89.3474000	460.619
1343.380	89.4266000	466.658
1343.500	89.5058000	472.214
1343.620	89.5850000	479.187
1343.750	89.6642000	481.316
1343.880	89.7435000	476.483
1343.900	89.7625000	515.700
1343.970	89.8068000	497.000
1344.000	89.8227000	466.488
1346.250	91.0906000	452.909
1346.750	91.3689000	443.225
1346.880	91.4384000	440.058
1346.900	91.4551000	455.300
1346.970	91.4941000	447.100
1348.120	92.1123000	436.206
1348.250	92.1793000	427.501
1348.620	92.3803000	419.064
1348.750	92.4473000	416.573
1348.880	92.5142000	417.670
1348.980	92.5732000	442.000
1349.000	92.5812000	421.402
1349.250	92.7134000	428.295
1349.380	92.7794000	433.517
1349.500	92.8455000	436.538
1349.620	92.9116000	438.332
1349.750	92.9776000	437.514
1349.880	93.0437000	436.610
1349.980	93.1018000	430.000
1350.120	93.1746000	436.812
1350.250	93.2394000	437.293
1350.380	93.3042000	438.206
1350.500	93.3690000	440.936
1350.620	93.4338000	446.619
1350.750	93.4986000	448.850
1351.120	93.6900000	440.665
1351.380	93.8136000	430.442
1351.500	93.8754000	433.769
1351.620	93.9372000	449.086
1351.750	93.9990000	457.324
1351.970	94.1102000	435.600
1352.250	94.2423000	448.087
1352.380	94.3021000	432.720
1352.500	94.3620000	425.488
1352.620	94.4218000	425.885
1352.750	94.4817000	427.434
1352.880	94.5415000	429.442
1353.000	94.6014000	432.911
1353.250	94.7210000	433.572
1353.380	94.7808000	430.651
1353.500	94.8406000	430.421
1353.750	94.9602000	431.758
1353.880	95.0200000	431.016
1353.970	95.0679000	441.200
1354.000	95.0798000	432.458
1354.250	95.1964000	436.498
1354.380	95.2547000	440.689
1354.880	95.4878000	451.105
1356.380	96.1925000	472.046
1356.620	96.3068000	492.921
1356.750	96.3640000	497.526
1356.880	96.4211000	483.940
1356.980	96.4714000	488.000
1358.290	97.0744000	476.774
1358.430	97.1433000	470.170
1358.570	97.2121000	474.518
1359.120	97.4755000	481.216
1359.250	97.5324000	485.310
1359.380	97.5893000	484.017
1359.500	97.6462000	475.203
1359.620	97.7031000	468.186
1359.750	97.7600000	476.484
1359.880	97.8169000	495.224
1359.980	97.8670000	510.000
1360.250	97.9942000	506.944
1360.380	98.0545000	507.545
1360.500	98.1147000	506.126
1360.620	98.1749000	508.095
1360.750	98.2352000	514.368
1360.880	98.2954000	524.354
1360.970	98.3436000	501.600
1362.970	99.3134000	525.100
1363.120	99.3860000	532.503
1363.250	99.4466000	532.918
1363.380	99.5072000	525.464
1363.500	99.5677000	516.268
1363.620	99.6283000	512.474
1363.750	99.6889000	515.028
1363.880	99.7494000	522.063
1363.980	99.8027000	552.000
1364.290	99.9564000	530.651
1364.430	100.0300000	535.212
1364.570	100.1030000	535.827
1364.710	100.1760000	539.695
1364.860	100.2490000	545.685
1365.000	100.3220000	544.956
1365.120	100.3850000	537.508
1365.250	100.4480000	529.577
1365.380	100.5110000	526.962
1365.500	100.5730000	529.709
1365.620	100.6360000	530.318
1365.750	100.6990000	528.893
1365.880	100.7620000	531.541
1365.980	100.8170000	549.000
1366.000	100.8240000	539.306
1366.250	100.9450000	548.951
1366.380	101.0060000	551.879
1366.620	101.1270000	544.064
1366.750	101.1880000	533.888
1366.880	101.2480000	529.246
1367.000	101.3090000	524.893
1367.250	101.4240000	511.139
1367.380	101.4810000	491.910
1367.750	101.6540000	476.593
1367.850	101.7000000	579.100
1367.880	101.7120000	469.753
1368.000	101.7690000	475.960
1368.500	102.0260000	486.560
1368.620	102.0900000	482.967
1368.750	102.1540000	468.199
1368.880	102.2180000	463.713
1369.250	102.4250000	476.584
1369.380	102.4960000	490.285
1369.500	102.5670000	489.914
1369.620	102.6380000	485.190
1369.970	102.8380000	485.300
1370.000	102.8520000	496.435
1370.120	102.9300000	522.846
1370.380	103.0860000	543.799
1370.500	103.1640000	550.618
1370.620	103.2420000	552.840
1370.750	103.3190000	555.425
1370.880	103.3970000	557.451
1371.000	103.4750000	569.646
1372.120	104.2380000	595.984
1372.380	104.4030000	617.961
1372.500	104.4860000	628.685
1372.750	104.6520000	634.033
1372.880	104.7350000	625.757
1372.980	104.8070000	645.000
1373.250	104.9900000	604.789
1373.380	105.0760000	593.723
1373.500	105.1620000	601.027
1373.620	105.2480000	611.223
1373.750	105.3340000	612.715
1373.880	105.4200000	608.712
1373.980	105.4960000	622.000
1374.000	105.5060000	603.726
1374.120	105.5980000	596.287
1374.250	105.6890000	585.747
1374.380	105.7800000	579.132
1374.500	105.8720000	581.493
1374.620	105.9630000	585.957
1374.750	106.0540000	580.928
1374.880	106.1460000	556.605
1374.970	106.2190000	613.800
1377.120	107.8020000	512.026
1377.250	107.9210000	492.442
1377.380	108.0390000	488.729
1377.620	108.2750000	485.748
1377.750	108.3940000	484.610
1377.880	108.5120000	488.713
1378.250	108.8860000	494.944
1378.380	109.0140000	503.044
1378.500	109.1410000	513.800
1378.620	109.2690000	526.032
1378.750	109.3970000	535.498
1378.970	109.6270000	545.100
1379.250	109.9000000	536.818
1379.380	110.0230000	530.546
1379.500	110.1470000	520.858
1379.620	110.2700000	511.624
1379.750	110.3930000	507.839
1379.880	110.5170000	508.171
1379.980	110.6260000	486.000
1384.720	114.6220000	485.600
1385.980	115.5710000	508.000
1389.980	118.0790000	588.000
1391.880	119.1830000	582.800
1391.970	119.2420000	580.600
1393.880	120.3690000	596.500
1393.970	120.4280000	603.600
1395.980	121.6170000	612.000
1396.980	122.1910000	622.000
1399.970	123.8330000	628.800
1401.970	124.8880000	663.100
1403.980	125.9350000	663.000
1405.980	126.8820000	682.000
1407.970	127.6940000	714.900
1409.970	128.4300000	716.300
1411.980	129.0990000	567.000
1413.980	129.8160000	532.000
1415.970	130.6200000	530.300
1417.970	131.5930000	483.600
1419.980	132.8100000	459.000
1421.980	134.4180000	426.000
1423.970	136.3590000	367.900
1425.970	138.8470000	366.600
1427.980	141.3380000	351.000
1429.980	143.6550000	375.000
1431.970	145.8990000	399.500
1433.970	148.2030000	395.100
1435.980	150.4790000	425.000
1437.980	152.6160000	443.000
